client_id,full_name,date_of_birth,gender,nationality_code,height_m,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C000584,ALEKSANDR IDALOV,1989-08-18,F,hn,,0.0,BLA,,RUS,0,interpol-red-2014-35530
C000585,RUSTAM CRUZ,1972-07-25,M,gt,,75.0,OTHD,BLA,ENG,0,interpol-red-2015-4350
C000586,SAMANTHA GODOY,1977-03-08,M,ge,1.7,0.0,BLA,,ZUL,0,interpol-red-2015-33305
C000587,VAID KHANALIEVA,1976-05-19,M,ru,1.72,,BLA,,LEZ,0,interpol-red-2018-75395
C000588,VALENTIN ROMERO,1983-02-24,M,bo,,,,,IRA,0,interpol-red-2019-42311
C000589,GADZHIMURAD TRAN,1968-08-21,M,pk,1.75,,,,POR,0,interpol-red-2024-8593
C000590,JOSÉ KHASIEV,1975-10-18,M,pl,,,BLA,BROD,RUS,0,interpol-red-2016-61901
C000591,ANGELICA NALGIEV,1980-12-13,M,ru,1.73,0.0,BLA,,RUS,0,interpol-red-2004-8116
C000592,SHAMIL RZAEV,1943-02-24,M,in,1.6,86.0,BROF,,KUM,0,interpol-red-2014-41216
C000593,ROBERTO BOGDANOV,1993-02-17,F,ir,,0.0,,OTHD,SPA,0,interpol-red-2022-55928
C000594,ADAM ALIEVA,1964-06-20,M,ru,1.6,0.0,OTHD,BROH,RUS,0,interpol-red-2017-168016
C000595,FABRICE SINGH,1988-09-10,M,ru,,64.0,,,DUT,0,interpol-red-2016-41165
C000596,LIUDMYLA GOJKOVIC,2002-12-18,M,ru,,0.0,,,ARA,0,interpol-red-2016-43410
C000597,ZAIRA AVDUEV,1992-08-10,M,ru,,,OTHD,,ENG,0,interpol-red-2018-28787
C000598,EDDY ENRIQUE LARRAURI BARRRETO,1978-06-17,M,uy,,,,,SPA,1,interpol-red-2025-67732
C000599,MARIO ALIRZAEV,1963-09-17,M,gb,,75.0,,BRO,ARA,0,interpol-red-2004-52070
C000600,ELSHAD QUINTANILLA,1975-02-06,F,ru,,,,,AZE,0,interpol-red-2007-44158
C000601,ALIKHAN UUMAROV,1986-12-02,M,ru,1.7641021541278539,0.0,OTHD,BROH,RUS,1,interpol-red-2017-197835
C000602,BAGAVDIN DZHALALOV,1977-04-07,M,ar,1.88,,,,CHE,0,NK-mmNRWDTDbMxYbBfVpAK4si
C000603,JASWINDER MANAFOV,1967-05-01,M,uz,,0.0,BLA,,URD,0,interpol-red-2018-41110
C000604,KENNY SHARIPOV,1981-12-07,M,br,,63.5,BLA,OTHD,RUS,0,NK-f9mnysLAuu7zbMthYrz2S9
C000605,OSMAN SANGARIEV,1948-03-20,M,ru,1.62,80.0,,,RUS,0,interpol-red-2016-36056
C000606,TATYANA CHISYAKOVA,1951-12-13,F,ua,1.6969736380966425,,OTHD,,RUS,1,interpol-red-2005-38315
C000607,BORIS PARRA,1980-06-22,M,za,,0.0,OTHD,,ITA,0,interpol-red-2020-7086
C000608,MAGOMED BABAEV,1978-03-08,M,pk,,0.0,OTHD,,ENG,0,interpol-red-2022-16940
C000609,ANTONIO BIMURZAEV,1973-05-12,M,ru,1.78,0.0,,,RUS,0,interpol-red-2016-29600
C000610,CARLOS AFRIKYAN,1989-07-02,M,ru,1.75,0.0,BLA,,ENG,0,interpol-red-2018-46888
C000611,TEYMUR HOGNOGI,1986-06-24,M,ru,,0.0,,BROH,URD,0,interpol-red-2016-34607
C000612,IVAN SHAMURZAEV,1972-10-06,M,kz,,60.0,OTHD,OTHD,SPA,0,interpol-red-2024-36564
C000613,ABDDENOUR DJABRI,1981-10-09,M,be,,0.0,,,,1,NK-TZYT6zPV3p7M65gUvXw9j6
C000614,TEMIR DZHANKHUVATOV,1982-07-29,M,ru,1.8,76.0,,BLA,SPA,0,interpol-red-2018-42627
C000615,JOSE CALDERON,1982-01-08,M,ru,1.71,60.0,,BLA,SPA,0,interpol-red-2017-204516
C000616,MARTIN ATAEV,1984-01-26,M,ru,,0.0,,,,0,interpol-red-2016-39982
C000617,SERGEI DIAZ,1975-06-26,M,ru,,0.0,,,LEZ,0,interpol-red-2017-4271
C000618,SERGEY MARROQUÍN,1980-03-01,M,ru,,0.0,,,RUS,0,interpol-red-2018-44572
C000619,RIZVAN GOSAIN,1989-05-03,M,ge,1.75,0.0,BLA,,RUS,0,NK-TxHetytZM4Bf3b8WVqFamf
C000620,SILVIO CERON,1985-03-09,M,cn,,69.0,,BROH,ENG,0,Q5697748
C000621,JOHAN MORALES,1978-11-20,M,ru,,85.0,OTHD,BRO,RUS,0,interpol-red-2023-47049
C000622,ALKHAST AKHMETOV,1989-08-09,F,ru,,0.0,,,CHE,0,NK-PnSJ3RMYGnhekgNBWnumCi
C000623,ANGEL DIJKSTEEL,1982-01-11,M,bd,,0.0,OTHD,BRO,ENG,0,Q72121446
C000624,MAURICIO TEMERSULTANOVA,1993-01-07,F,br,,,,,ENG,0,interpol-red-2018-67820
C000625,AKRAM NEVEROV,1979-10-31,M,do,1.67,60.0,BLA,BLA,KUM,0,interpol-red-2014-67974
C000626,NOE URVINA,1990-05-03,M,ru,,,,,HIN,0,interpol-red-2016-17669
C000627,RAMIS TZORTZAKIS,1983-10-18,M,ru,1.75,84.5,OTHD,BLA,RUS,0,interpol-red-2009-41082
C000628,ERNST KOKINA,1993-10-12,M,ru,,73.0,OTHD,,CHE,0,interpol-red-2023-22526
C000629,SHAMIL ANDRUSENKO,1960-11-16,M,in,,0.0,,,RUS,0,Q59821694
C000630,AKHMAD KHORSHED,1994-04-23,M,gt,1.6,,,,ARA,0,interpol-red-2022-59434
C000631,JESUS MICO,1970-05-27,M,al,1.67,0.0,,,SPA,0,interpol-red-1997-3388
C000632,MAHBOOB KAKHBULAEV,1995-05-22,M,bg,,0.0,BLA,,SPA,0,interpol-red-2022-8125
C000633,JORGE ZAYNUTDINOV,1968-01-21,M,ar,1.79,,BLA,OTHD,RUS,0,interpol-red-2017-2380
C000634,IBRAHIN SAEED,1970-06-03,M,co,,65.0,BLA,BROD,ENG,0,Q3362882
C000635,WALTER FLORES,2005-08-06,M,sr,1.7,0.0,,BRO,RUS,0,interpol-red-2010-11387
C000636,RAUL JELE,1988-03-28,M,az,,0.0,,BLUL,GER,0,interpol-red-2017-9075
C000637,VALERI LAKUSTA,1983-11-02,M,ru,,0.0,OTHD,,URD,0,interpol-red-2015-72710
C000638,IBRAGIM KOLANJA,1983-01-19,F,ru,,0.0,BROF,,CHE,0,interpol-red-2020-54650
C000639,SVETLOZAR ALIMGEREEV,1984-08-21,M,uy,,0.0,GRYG,,ENG,0,interpol-red-2009-22035
C000640,FATIMA KHIDIROV,1986-10-31,F,sv,1.7,70.0,RED,BROH,RUS,0,interpol-red-2017-272299
C000641,RIYAZ AHAMED SHAHABANDRII,1979-05-19,M,in,1.716709703657369,0.0,BLA,BLA,HIN,1,interpol-red-2009-37903
C000642,SALAUTDIN SULEIMANOV,1996-09-29,M,az,1.73,75.0,BLA,,,0,interpol-red-2018-9264
C000643,ROBERT MESSAYE,1973-08-13,M,ru,,0.0,BRO,BLA,ARA,0,interpol-red-2017-165410
C000644,LEONARDO LAM,1987-12-01,M,ru,,75.0,BLA,BRO,RUS,0,NK-kook3Dv5exYNg3dBN25xsf
C000645,PEDRO DJABRI,1996-06-18,M,ru,,,OTHD,,ENG,0,interpol-red-2023-30311
C000646,JOSE KOCHEROV,1993-07-24,M,co,1.65,80.0,,,TGK,0,interpol-red-2004-25243
C000647,HASIBULLAH POPOL,1987-05-14,M,sv,1.6,0.0,GRYG,,KUM,0,interpol-red-2016-40084
C000648,EDEN ROMERO,1984-01-01,M,ru,,0.0,OTHD,OTHD,LEZ,0,interpol-red-2025-28000
C000649,FERENC TRAN,1997-03-26,M,ru,1.78,0.0,BLA,,ENG,0,interpol-red-2018-81898
C000650,DEVESH ALVAREZ,1968-12-15,M,pk,1.78,0.0,BLA,BLA,RUS,0,Q16146655
C000651,ZAHIDMIYA MUNSHI SAHIKH,1980-06-19,M,in,,0.0,,BLA,GUJ,1,interpol-red-2016-2198
C000652,MADINA EDIEV,2000-10-23,M,ru,,0.0,BLA,,SPA,0,interpol-red-2025-38220
C000653,NOOR IZMAYLOVA,2001-01-22,M,au,,77.0,,BRO,SWA,0,interpol-red-2015-52130
C000654,LEONARDO CHNAVAYAN,1966-12-17,M,ni,,0.0,BRO,,CHI,0,interpol-red-2010-38938
C000655,FRANCO SELMURZAEV,1990-07-28,F,tr,1.65,,,OTHD,CHE,0,interpol-red-2017-283001
C000656,MAVSAR BERSANOV,1987-11-29,F,ru,,,BROF,,KIN,0,interpol-red-2017-7369
C000657,LUIS ZEPEDA,1987-02-28,M,in,1.7,0.0,BLA,,CHE,0,interpol-red-2019-67372
C000658,ANA ZAMECNIKOVA,1991-12-30,M,ru,,0.0,BRO,,RUS,0,interpol-red-2019-109215
C000659,SURYA KHASHIEV,1997-08-01,M,ru,1.79,71.0,OTHD,,,0,interpol-red-2017-201634
C000660,JOSÉ GVARAMADZE,1973-01-08,M,fr,1.56,,OTHD,,CZE,0,interpol-red-2014-28307
C000661,MAKSIM SERGEEVICH  GALOCHKIN,1982-05-12,M,ru,,0.0,,,,1,NK-XKvQjZFPy8aH2bUg7qd36a
C000662,AKMAL MAKASHARIPOVA,,M,be,,0.0,,BROD,RUS,0,interpol-red-2008-31432
C000663,RAUL ABAKAROVA,1995-12-31,M,ru,,95.0,,,HIN,0,interpol-red-2020-45966
C000664,YAKUP AKLUNTS,,M,pk,,,,BROL,RUS,0,interpol-red-2021-2492
C000665,ASIYAT RAKHMONOV,1986-12-16,M,bd,,0.0,BLA,BRO,HIN,0,interpol-red-2018-51723
C000666,USAMA RAMIREZ,1998-03-23,M,ru,,0.0,,,ENG,0,interpol-red-2017-159563
C000667,GREGORIO RIOS,1980-09-22,M,tr,1.6,82.0,BLA,BRO,RUS,0,NK-My7tBuC7nfVxVURk8pLcEH
C000668,SHAIKH-MAGOMED BABAEVA,1997-05-10,M,in,1.78,0.0,,,RUS,0,interpol-red-2022-40057
C000669,MUDASSAR BAISAROV,1966-03-22,M,ru,1.65,,,,ENG,0,interpol-red-2022-23120
C000670,FABRICIO ARDON,1986-09-22,M,ru,1.54,,BLA,BROD,KUM,0,interpol-red-2016-44343
C000671,ISLAM MUSTAFAEV,1969-12-08,M,sv,,0.0,,,SPA,0,interpol-red-2015-63497
C000672,NODARI BRYAN,1983-04-20,F,jp,,0.0,,BLA,,0,interpol-red-2019-73228
C000673,MARIO CELIS,1995-08-30,M,ru,,89.0,BLA,BROL,KUM,0,interpol-red-2018-14056
C000674,MARAT ALEGRE,1984-11-05,M,af,1.73,,BLA,,LEZ,0,interpol-red-2017-134389
C000675,UMALT SAVCHENKO,1983-02-10,M,hk,,0.0,BLA,,ENG,0,interpol-red-2021-10404
C000676,CELESTINO FERZALIEV,1984-03-09,M,bd,1.75,0.0,BLA,BLA,TGK,0,interpol-red-2015-59247
C000677,TEYMURAZ MARTINEZ,1980-07-12,M,ru,1.74,0.0,BLA,OTHD,ENG,0,interpol-red-2010-17806
C000678,SHERIP GAZIEVA,1985-09-04,M,ua,1.75,0.0,,BRO,RUS,0,interpol-red-2018-35588
C000679,SHIVRAJ ISLANGIRIEV,1979-08-10,F,in,1.7,0.0,,,RUS,0,interpol-red-2017-203614
C000680,RASULDZHON TEMURKAEV,1979-07-21,M,ru,,85.0,GRY,GRY,RUS,0,NK-35UbjkKkyMvvrxehBU4WkK
C000681,MILTON CONTRERAS,1996-02-08,M,ru,1.62,0.0,,BROH,SPA,0,interpol-red-2023-40394
C000682,RUSTAM KERIMOV,1988-07-11,M,ru,1.7747659317031357,0.0,BLA,,RUS,1,interpol-red-2017-134103
C000683,RENIVALDO LIN,1990-08-03,M,hr,1.58,80.0,OTHD,,RUS,0,interpol-red-2017-286862
C000684,KAMAL TUTAEV,1989-11-18,M,in,1.78,0.0,BLA,,URD,0,interpol-red-2024-58788
C000685,ALEKSEI TURSUNOV,1988-04-29,M,tj,,0.0,,,,0,interpol-red-2025-92605
C000686,STEVEN GAZALIEV,1989-07-19,F,bd,,,OTHD,,ARA,0,NK-Ko2aKjaMiATAE3TEnjyGDa
C000687,MOHAMED AQUINO,1991-06-08,M,ru,1.8,70.0,,,RUS,0,interpol-red-2018-62920
C000688,SAAID HASAN,1973-09-10,M,ru,,0.0,,BLA,RUS,0,NK-UJfwBYKccj4X5xNBRzBz8L
C000689,ALISHER SOLTANOV,1987-01-26,M,sv,1.68,0.0,BROF,,SPA,0,interpol-red-2013-46384
C000690,KHABIBULA SHAKHPAZOV,1980-09-11,M,ru,1.74,0.0,,BLA,,0,interpol-red-2018-31092
C000691,JOAO COLLINGS,1978-01-01,M,ru,1.65,,BLA,,RUS,0,interpol-red-2016-46336
C000692,HERMAN MARIN,1989-07-26,M,ru,,0.0,BROF,,ENG,0,interpol-red-2017-283047
C000693,GULNOZAKHON VELIEV,1988-12-30,F,ru,1.63,0.0,,BLA,ENG,0,interpol-red-2008-17662
C000694,JOHNATAN CARIAS,1957-03-08,M,ru,1.7,0.0,,BLA,RUS,0,interpol-red-2011-42255
C000695,ARTUR KHIZIROV,1985-12-02,M,pk,1.88,0.0,,,RUS,0,interpol-red-2018-87130
C000696,RIMMA SANTOS,1973-03-09,M,ba,1.78,0.0,,,SPA,0,interpol-red-2019-19173
C000697,ALBINA ABDULKHALIKOVA,1990-03-19,M,ru,,0.0,,,RUS,0,interpol-red-2009-5344
C000698,MD ROMEO,1970-04-14,M,in,,0.0,BLA,,,0,interpol-red-2017-14815
C000699,ALEJANDRO MELÉNDEZ,1937-07-31,F,mx,,0.0,,,SPA,0,interpol-red-2019-15708
C000700,GIULMIRA ROSARIO,1994-12-03,M,ru,1.73,84.0,,OTHD,SPA,0,interpol-red-2007-40818
C000701,KHAVA TAIPOV,1997-04-06,M,tr,1.68,0.0,BLA,BLA,ENG,0,interpol-red-2021-8719
C000702,RUSLAN TOPIC,1956-07-01,M,kg,1.7,65.0,,,RUS,0,interpol-red-2022-29937
C000703,NURIANA MUTALIBOV,1989-08-09,M,in,1.65,0.0,BLA,,ENG,0,interpol-red-2013-72033
C000704,ARSEN ISAEV,1980-04-03,F,us,1.73,74.0,,,RUS,0,interpol-red-2018-11456
C000705,MAKHMADLATIF BISIKHATOVA,1964-08-17,M,ru,,,BLA,,RUS,0,interpol-red-2015-643
C000706,HASSAN HERRERA,1977-02-01,F,ru,1.75,68.0,,BLA,SPA,0,interpol-red-2015-5671
C000707,WILLIAN GASANOV,1996-11-18,M,ru,,,OTHD,OTHD,LEZ,0,interpol-red-2018-95683
C000708,UMAR KHYDYROV,1994-07-27,M,gt,,0.0,BLA,BRO,RUS,0,interpol-red-1998-13887
C000709,ELSHAN BERNIK,1983-12-16,M,ru,,0.0,BLA,,SPA,0,interpol-red-2024-4314
C000710,MARVIN GENDERGUNOEV,1989-05-09,M,kg,,,OTHD,BLA,ENG,0,interpol-red-2014-1492
C000711,SHAMILKHAN BONKHOEVA,1993-04-16,M,eg,,0.0,,BROH,KIR,0,interpol-red-2010-18591
C000712,PLAMEN JAHANTIGHI,1989-02-08,M,au,,80.0,OTHD,,RUS,0,interpol-red-2018-9199
C000713,RASUL NEDUEV,1978-08-29,M,pt,,80.0,OTHD,BLA,RUS,0,interpol-red-2021-55416
C000714,ZELIMKHAN DRIESOV,1991-10-03,M,ru,,0.0,,,RUS,1,interpol-red-2017-189144
C000715,PATIMAT SINGH,1989-03-04,M,ru,,0.0,OTHD,,RUS,0,interpol-red-2015-31582
C000716,SULTAN AKSEMA,1963-07-16,M,sv,,,OTHD,GRY,PAN,0,interpol-red-2016-34930
C000717,ASLAN YARYZHEV,1987-08-27,M,in,1.72,0.0,,,RUS,0,interpol-red-2017-9075
C000718,FATIMAT LAISHRAM,1989-04-23,M,ru,,65.0,BLA,BRO,RUS,0,interpol-red-2019-60267
C000719,MARYAM BANGER,1990-03-05,F,ru,,70.0,,BRO,RUS,0,interpol-red-2025-6891
C000720,MFUNDO IUSUPOV,1985-08-05,M,ru,,,,BROH,,0,interpol-red-2016-56515
C000721,ALEXANDER GRIMBERG,,F,in,1.65,0.0,,BROH,PAN,0,interpol-red-2017-168018
C000722,ELDAR ILIASOV,1940-11-25,F,us,1.6,0.0,,BLU,TUR,0,interpol-red-2019-92754
C000723,FARIDA ULLAH,1979-04-05,M,cr,,0.0,BLA,,AZE,0,interpol-red-2013-60221
C000724,YUSUP ROMEO,1989-05-09,M,sv,1.7,0.0,BLA,,RUS,0,interpol-red-2026-7397
C000725,MILENA SINGH,1981-09-25,M,in,,0.0,,BLA,LEZ,0,interpol-red-2013-11663
C000726,MAHMUD VASILEV,1991-07-04,M,ru,1.7,0.0,BLA,OTHL,LEZ,0,interpol-red-2015-11209
C000727,YAKUP SHANKARAN,1991-06-05,M,ru,,,BLA,BROH,AZE,0,interpol-red-2013-59824
C000728,SAID-EMIN KOLOBARA,1980-09-13,M,ni,,0.0,,,PAN,0,interpol-red-2019-49153
C000729,ALEXANDER SOKHTA,1955-02-01,M,ru,,0.0,,BLA,SPA,0,interpol-red-2021-35034
C000730,BARTLOMIEJ HASIC,1988-09-24,M,bd,1.75,62.0,,,,0,interpol-red-2026-7397
C000731,DARLIN STUPAR,1970-04-12,F,ru,1.78,68.0,,,ARA,0,interpol-red-2021-42304
C000732,KAVALJITSINH SAIDOV,1964-12-30,M,sv,1.77,68.0,,,,0,interpol-red-2015-86242
C000733,MANUEL UZOKOV,1981-11-10,M,ru,,0.0,,,ENG,0,interpol-red-2017-188956
C000734,TIMUR CHEN,1986-08-28,M,ru,,67.0,,,ENG,0,interpol-red-2018-67064
C000735,SIFREDO ASHAKHANOV,1963-08-15,M,ru,1.7,0.0,BLA,,RUS,0,interpol-red-2004-56804
C000736,ADAM GEZALOVA,1985-09-12,M,in,,,,BRO,HIN,0,interpol-red-2017-203010
C000737,BROJEN BABAEVA,1965-04-21,M,sv,,65.0,BROF,BRO,RUS,0,interpol-red-2015-63313
C000738,GEOVANNY DZHAVATKHANOV,1956-03-26,F,ru,1.72,55.0,BLA,BROH,SPA,0,interpol-red-2023-27683
C000739,EDWARD AHMADZADEHDEHGHAN,1980-02-04,M,bi,,0.0,BLA,OTHD,FRE,0,interpol-red-2018-92881
C000740,IVAN ALVARENGA,1995-01-18,M,pk,,0.0,,GRE,RUS,0,interpol-red-2023-29511
C000741,ANWAR GASHIMOVA,1946-06-16,M,sv,,,,BLA,ENG,0,interpol-red-2017-164192
C000742,MAHMUD GALOUBY,1985-07-09,M,in,1.67,50.0,OTHD,BROH,UKR,0,interpol-red-2017-254855
C000743,VIACHELAV KALININ,1960-03-29,M,ru,,,,,RUS,1,interpol-red-2016-76684
C000744,FELIX GONZALES,1977-10-18,M,ru,1.7,,,BLA,CHE,0,interpol-red-2019-24664
C000745,XIAOBO CHAVEZ,1974-02-14,F,se,1.65,0.0,,,GRE,0,interpol-red-2008-11513
C000746,ASKADIN MANSOURI,1992-03-08,M,ru,1.6,0.0,,BLA,HIN,0,interpol-red-2019-46867
C000747,MARIA KADIEV,1976-02-13,M,ke,1.78,78.5,BLA,BRO,ARA,0,interpol-red-2019-53280
C000748,CANH KHYDYROVA,1984-08-08,M,sv,,0.0,,OTHD,RUS,0,interpol-red-2017-132162
C000749,SHAUKAT SANCHEZ,1985-12-01,M,sv,1.77,0.0,,,SPA,0,interpol-red-2023-48875
C000750,TERLAN ZAMANOV,,F,sv,,0.0,OTHD,BLA,ENG,0,interpol-red-2007-30259
C000751,NISHAN MARTÍNEZ,1998-09-29,M,sv,1.76,90.0,,,RUS,0,interpol-red-2009-19113
C000752,ALIMSOLTAN SHAKLEIN,1994-10-16,M,iq,,,,,URD,0,interpol-red-2015-72139
C000753,ZURAB ACOSTA,1996-11-11,F,pk,,0.0,BLA,,,0,interpol-red-2016-66182
C000754,AKHMED KURUP,1985-09-29,F,ru,1.65,0.0,,,SPA,0,Q356719
C000755,DENIS VAZAEV,1982-10-15,M,sv,,0.0,BLA,,ENG,0,interpol-red-2009-25033
C000756,JOSE SAVACHENKO,1991-08-07,M,tr,,0.0,,,SPA,0,interpol-red-2019-122527
C000757,GERARDO MUZHAIDINOV,1982-11-01,,ar,,,,,ENG,0,interpol-red-2005-2753
C000758,ARTUR DZHALALOV,1989-11-06,M,ru,1.75,0.0,,,SPA,0,interpol-red-2016-7143
C000759,ALIBEK GARCIA,1987-10-16,M,ru,,66.0,,BROD,PER,0,interpol-red-2019-16154
C000760,DENISE GAYDARBEKOVA,1989-08-08,M,ru,,,,OTHL,CHE,0,interpol-red-2004-56804
C000761,OBALDO SHIPILOV,1966-01-16,M,ru,,77.0,BRO,,RUS,0,interpol-red-2018-93540
C000762,EDISON MUKI,1991-03-26,M,gt,1.78,,OTHD,,,0,interpol-red-2002-6291
C000763,DAVID LOPEZ,1989-01-19,M,in,1.8,0.0,,,ENG,0,interpol-red-2024-64373
C000764,DAISUKE RIVERA,1963-05-25,M,sv,,95.0,BRO,,ARM,0,interpol-red-2021-69190
C000765,HERSON PHAM,1992-05-20,M,in,1.7,0.0,,OTHD,,0,interpol-red-2009-4284
C000766,MAGOMED BABAEVA,1976-01-31,M,ru,1.65,0.0,,,URD,0,interpol-red-2019-36936
C000767,RUSTAM BRYNJARSSON,1937-01-26,F,ru,,0.0,,,SPA,0,interpol-red-2022-53928
C000768,DOWLIN ISRAPILOV,1969-08-01,M,ru,,0.0,,,CHE,0,NK-VpUZXt4tfZQcYHzCHg2obh
C000769,SEYDKHANUM ABBAS,1981-01-09,M,ru,1.68,0.0,,BLA,RUS,0,interpol-red-2021-21490
C000770,ALI TARIKOV,1968-05-04,M,ru,,56.0,,,POR,0,interpol-red-2018-84660
C000771,ERIK GAREEV,1964-04-16,F,ru,,0.0,BRO,BROH,SPA,0,interpol-red-2022-47201
C000772,JOSÉ SHIKHKERIMOV,1992-09-27,M,us,,60.0,BLA,,ENG,0,interpol-red-2021-66589
C000773,SHIVRAJ MUSAEVA,1981-02-11,M,pk,,0.0,OTHD,,SPA,0,NK-ndje3AVEucSuRRjErJGiNV
C000774,SAMAN BIALAS,1989-04-10,M,ni,1.7,0.0,BLA,,RUS,0,interpol-red-2007-54803
C000775,LUIS KUPIS,1983-04-20,M,ru,1.7,75.0,OTHD,,RUS,0,interpol-red-2017-9867
C000776,RUSLAN ALIMAGOMEDOVA,1991-04-11,F,ni,,0.0,BLA,,RUS,0,interpol-red-2024-17273
C000777,HERNEY IUSUPOVA,1990-07-20,M,by,1.59,0.0,,,RUS,0,interpol-red-2015-54919
C000778,ISA SANTOS,,M,kg,1.65,,BLA,,,0,interpol-red-2019-30668
C000779,ZAGRAT ALIEVA,1972-03-20,M,so,1.7,0.0,OTHD,BRO,SNA,0,interpol-red-2014-64309
C000780,EVGENY BAIADZHIEVA,1989-06-21,M,pl,,,BRO,,SPA,0,interpol-red-2015-52541
C000781,RAUL BURROWS,1997-03-02,M,ru,,0.0,,BROH,RUS,0,interpol-red-2003-47193
C000782,GORAN ADZHIEVA,1992-02-12,M,ru,,0.0,BRO,BLA,RUS,0,interpol-red-2018-75277
C000783,RUSTAM VARESHKIN,1990-09-11,M,tr,1.72,0.0,,BLA,SPA,0,interpol-red-2017-5176
C000784,ALMAGOMED ZEESAN,1992-03-05,M,ru,,0.0,BRO,BROH,VIE,0,interpol-red-2018-107577
C000785,MARIA BUTT,1995-01-18,M,ru,1.82,,,,RUS,0,NK-TrWQowvHXFeLJy7ZQmS9Tf
C000786,MAGOMEDMIRZE MUKHOMEDIANOV,1972-06-27,M,ru,,0.0,BLA,BRO,,0,interpol-red-2010-17222
C000787,RUSTAM DUKA,1957-05-01,F,kg,1.76,0.0,OTHD,BLA,BEN,0,interpol-red-2018-7970
C000788,HERSON SHAKHBANOV,1980-07-22,M,ru,,0.0,BLA,BLA,,0,interpol-red-2008-18128
C000789,PABLO CABALLERO,1990-05-23,M,ru,1.65,86.0,BLA,BLU,RUS,0,interpol-red-2017-135883
C000790,AMINAT QUISPE,1988-11-29,M,sv,,0.0,OTHD,,RUS,0,interpol-red-2020-36933
C000791,DEMARIO ALIEV,1997-05-08,M,pa,1.75,70.0,OTHD,,,0,interpol-red-2015-42104
C000792,KHEDA SHUYMANOVA,1953-11-24,M,ru,,0.0,,BRO,AZE,0,interpol-red-2017-199895
C000793,CARLOS BAJJOU,1992-01-19,M,et,,0.0,,,UKR,0,interpol-red-2011-40056
C000794,MAGOMEDMIRZE JIMENEZ,1981-07-31,M,,1.7,110.0,YELB,BLU,,0,NK-aB5BPHu7LRUHTUmsNqH8Wv
C000795,JAMAL IZMAILOVA,1981-09-29,M,az,1.65,0.0,BLA,,HIN,0,interpol-red-2003-2690
C000796,RONALD PATAKHOVA,1975-09-11,M,pk,1.7,83.0,BLA,BROH,KAS,0,interpol-red-2011-35798
C000797,PEDRO BARKINKHOEV,1976-05-23,M,az,1.7,82.0,BLA,BLA,BEN,0,interpol-red-2019-36473
C000798,EDWARD TEMBULATOV,1991-06-23,M,ru,,0.0,BLA,,,0,interpol-red-2017-187435
C000799,ABDULNETIF BOYD,1989-07-23,F,ru,,0.0,OTHD,BROD,RUS,0,interpol-red-2010-3616
C000800,KHUMOYUN ABDUAYUMOV,1993-12-17,M,tj,,0.0,,,TGK,1,interpol-red-2017-281870
C000801,KHUSEYN ABARCA,1987-09-14,M,ru,,75.0,,,RUS,0,interpol-red-2018-73807
C000802,RAIL KHASHIEV,1991-06-19,M,tw,1.63,0.0,BLA,BLA,SPA,0,interpol-red-2024-45644
C000803,ALEXANDER CAMPOS,1989-12-05,M,ru,,0.0,,BROD,URD,0,interpol-red-2013-35830
C000804,JOSE PINEDA,1978-07-28,M,ru,,0.0,BLA,,RUS,0,NK-jMRp8BXKiuAhRiJptNSf6Y
C000805,KAMIL ZAINUKOV,1986-11-16,M,co,1.58,0.0,OTHD,BRO,RUS,0,interpol-red-2012-313014
C000806,DAVUD GADZHIKURBANOV,1981-11-10,M,sv,1.65,55.0,,,,0,interpol-red-2020-34965
C000807,MUSTAFA FLORES,1982-01-11,M,in,,,BLA,,SPA,0,interpol-red-2017-163778
C000808,ARTEM EVKUROV,1983-09-20,M,ru,1.68,0.0,,,RUS,0,interpol-red-2019-61325
C000809,CARLOS BHAT,1966-03-30,M,sv,1.65,,,BLA,,0,interpol-red-2010-55479
C000810,ZAIRA ABSALIMOAV,1997-06-13,F,ru,,0.0,,,KUM,1,interpol-red-2020-75683
C000811,WAGNER PINEDA,1966-10-19,M,ru,,0.0,,BLU,SPA,0,interpol-red-2011-37847
C000812,MIGUEL SHINDE,1980-11-24,M,ru,1.56,50.0,BRO,,RUS,0,interpol-red-2023-22785
C000813,MIKHAIL ABDULLATIPOVA,1993-09-05,M,af,1.73,83.0,BLA,,RUS,0,interpol-red-2018-63409
C000814,MUSLIM ROMERO,1991-08-13,M,ru,1.73,0.0,OTHD,OTHD,RUS,0,interpol-red-2023-15383
C000815,ABBAS SALI,1987-10-13,F,co,,,,BROH,RUS,0,interpol-red-2013-20885
C000816,ULUBIY ASADULLAEV,1991-08-14,M,ru,,0.0,,,KUM,1,interpol-red-2019-129473
C000817,MAXIM ZELL,,M,ru,,,BLA,BROH,RUS,0,interpol-red-2012-330822
C000818,CRUZ ANDERSON,1993-01-14,M,ru,,0.0,BROF,OTHD,,0,interpol-red-2014-4205
C000819,BLANCA LOPEZ,1977-03-26,M,ru,,60.0,,BLA,RUS,0,interpol-red-2015-77106
C000820,MEDARDO MAGOMAEV,1994-06-13,M,sv,1.75,0.0,BLA,BLA,,0,interpol-red-2020-87035
C000821,JUAN CHAMAEV,1966-07-06,F,ni,1.67,70.0,,,RUS,0,interpol-red-2019-99543
