client_id,full_name,date_of_birth,gender,nationality_code,height_cm,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C002029,KAMAL VASILEV,1973-08-24,M,se,1.78,0.0,nan,BLA,TAT,0,
C002030,GORAN MENDEZ,1985-10-16,M,sv,1.68,0.0,nan,BRO,SPA,0,
C002031,IGOR GARAY,1970-11-17,M,ru,,58.0,GRY,OTHD,ENG,0,
C002032,MAGOMED DZHANATLIEV,1975-12-07,M,ru,,,BLA,nan,ENG,0,
C002033,DONALDO MURTUZALIEV,1960-06-23,M,ru,1.78,0.0,BLA,BLA,RUS,0,
C002034,ELSHAN HEGEDUS,1993-06-19,M,bd,1.75,85.0,nan,BROD,RUS,0,
C002035,VALERIY MUSAEV,1995-03-08,F,ge,1.75,50.0,GRY,nan,ENG,0,
C002036,ERIC AVGONOV,1979-03-25,M,ni,1.6,0.0,BLA,nan,nan,0,
C002037,ANDZHELA CATALAN,1991-07-20,F,ru,,0.0,nan,nan,PAN,0,
C002038,ANGELA BOGADO,1981-02-08,M,pk,,0.0,BLA,nan,CHE,0,
C002039,REGINA MARDANOV,1956-02-02,F,ru,1.6,0.0,BLA,BRO,KAZ,0,
C002040,EDGAR NTALAGEORGOS,1955-03-03,M,uy,,,nan,BRO,SPA,0,
C002041,NAEL MARTINEZ,1977-04-20,M,ru,,80.0,GRY,nan,nan,0,
C002042,JOSE BHAGADUR,1973-11-01,M,br,1.75,82.0,nan,nan,HIN,0,
C002043,MARTIN CATALAN,1983-04-01,M,kg,1.83,58.0,GRY,BLA,ARA,0,
C002044,MARY BLANCO,1987-02-27,M,ru,,0.0,nan,nan,AZE,0,
C002045,BONIFACE MENDOMBA,1983-10-18,M,ru,,0.0,OTHD,BRO,RUS,0,
C002046,AHMAD HASANOVIC,1960-05-05,M,ru,,0.0,nan,nan,SPA,0,
C002047,MAXIMINO GULIK,1976-02-12,M,ru,,0.0,BLA,nan,RUS,0,
C002048,ALISHER MAKAROV,1987-12-01,M,ge,,,BLA,nan,SPA,0,
C002049,OLEG KERIMOVA,1975-12-07,M,in,,114.0,OTHD,BROD,RUS,0,
C002050,SHAMIL ZIKALALA,1991-02-12,M,ru,1.68,0.0,BROF,nan,nan,0,
C002051,DANIEL LÓPEZ,1981-12-05,M,ru,1.75,0.0,nan,nan,AZE,0,
C002052,NURIDDIN ALDANA,1952-07-27,F,ru,1.6,0.0,BLA,BLA,ENG,0,
C002053,VICTOR ROMANOV,1981-06-25,M,gt,,0.0,BLA,nan,DAN,0,
C002054,TIMUR KISELEV,1962-07-19,M,iq,,0.0,OTHD,BROH,SPA,0,
C002055,MANSOUR HE,1964-12-23,F,ru,,,OTHD,BLA,LEZ,0,
C002056,PATIMAT RUDAKOV,1995-06-15,M,ru,1.71,,nan,nan,MAL,0,
C002057,TAISIYA GARAY,1969-04-11,M,br,1.68,,BLA,nan,CHE,0,
C002058,BAGAVUTDIN BAGAVUTDINOV,1991-08-03,M,ru,,0.0,,,KUM,1,interpol-red-2020-84661
C002059,ADAM MAKHAEV,1996-10-31,M,ng,,64.0,BRO,BROH,UZB,0,
C002060,WASEEM QAISER,1986-05-20,M,us,,,nan,nan,SPA,0,
C002061,MARAT JAFAR,1987-04-08,M,sv,1.77,50.0,BLA,BROH,URD,0,
C002062,PHI ELÍAS,1962-01-21,F,tj,1.7,62.0,nan,BLA,RUS,0,
C002063,KHADISLAM ESKENDEROV,1978-07-28,M,ru,,70.0,BLA,nan,CPP,0,
C002064,ANISAT NERIO,1964-01-20,M,ru,,,nan,BRO,HIN,0,
C002065,MAGOMED ORDOÑEZ,1994-08-23,M,in,1.75,0.0,nan,BLU,RUS,0,
C002066,ALIKRAM GADADOV,1984-12-12,M,bd,1.67,80.0,nan,nan,RUS,0,
C002067,ASLANBEK LIAO,1950-07-17,M,ru,1.75,0.0,nan,nan,SPA,0,
C002068,ALEKSANDR TEMIRKHANOV,1991-07-09,M,et,1.75,0.0,BLA,BROH,nan,0,
C002069,FARAH KADYROV,1973-07-22,M,kz,,0.0,BLA,BROH,POR,0,
C002070,EMIL GOROBETS,1960-07-24,M,so,,0.0,nan,BLA,CHE,0,
C002071,BADIS ALIEV,1982-08-16,F,us,,,nan,nan,RUS,0,
C002072,RAMAZON ESCOBEDO,1986-03-13,M,ru,1.8,0.0,nan,nan,PAN,0,
C002073,BOGDAN TASHMAN,1992-10-06,M,ru,1.75,0.0,nan,nan,PAN,0,
C002074,AKHMED RUSTAMOV,1964-09-02,F,ru,,,nan,nan,KUM,0,
C002075,KADER TATARKIN,1981-03-05,M,vn,,66.0,WHI,nan,ENG,0,
C002076,NICOLE SINGH,1957-03-08,M,ru,,0.0,nan,nan,RUS,0,
C002077,FELIX ESSABAR,1987-05-19,M,fr,1.7,0.0,OTHD,nan,ITA,0,
C002078,ROMAN ALMEIDA,1972-12-27,M,sv,,99.5,BRO,GRE,URD,0,
C002079,JOSÉ NG,1991-05-15,M,ru,1.65,0.0,BLA,nan,RUS,0,
C002080,SERGEI ZOZULIA,1985-08-10,M,ru,1.75,,BROF,,RUS,1,interpol-red-2018-7763
C002081,ABAY KURBANBAEV,1981-09-29,M,uz,1.75,80.0,BLA,BLA,UZB,1,interpol-red-2018-3409
C002082,SURKHO HUSNAIN,1974-09-04,M,az,,0.0,nan,nan,RUS,0,
C002083,AGARAGIM DOLA,1966-06-23,M,ar,1.68,0.0,nan,GRE,OSS,0,
C002084,TEMIRLAN PHAM,1970-12-16,M,ru,1.9,0.0,nan,nan,SPA,0,
C002085,SAID CHURAEVA,1989-08-29,F,ru,1.76,0.0,nan,BROH,RUS,0,
C002086,KHADIZHAT CAMARGO,1974-11-04,M,ru,,52.0,BLA,nan,LEZ,0,
C002087,VAKHID DURDIEVA,1961-05-11,M,bd,1.65,0.0,OTHD,nan,RUS,0,
C002088,JUAN DADAGISHIEV,1995-03-25,M,ru,1.58,0.0,BLA,nan,SPA,0,
C002089,ALBINA MUNOZ,1992-06-26,M,uy,,0.0,nan,nan,RUS,0,
C002090,ALEXANDRE KHAFIZOV,1990-07-10,M,bz,1.8,0.0,BLA,BRO,TUR,0,
C002091,MADINA AKHOBEKOV,1968-10-23,M,ru,,0.0,OTHD,nan,AZE,0,
C002092,ANTON ZAKHAROV,1991-02-09,M,ru,,0.0,,,RUS,1,interpol-red-2017-126587
C002093,HASAN ASKHABOV,1982-06-06,M,il,,,BRO,BROH,ENG,0,
C002094,MATHIAS SURKHAEV,1984-07-04,F,us,1.73,0.0,BLA,BLA,LEZ,0,
C002095,ABDULFETYAKH GUSIENOV,1997-10-03,M,ru,,0.0,,,LEZ,1,interpol-red-2014-67974
C002096,AHMED HANIF,1985-12-11,M,kz,1.89,65.0,OTHD,nan,RUS,0,
C002097,MINGXIAN YASHURKAEV,1981-01-31,M,at,1.75,0.0,nan,nan,RUS,0,
C002098,MAHAMAT NOURADINE ADAM,1970-01-01,M,cf,1.8,70.0,HAIB,BRO,ENG,1,Q112077215
C002099,KAMAL REYES,1998-07-19,M,bd,,76.0,BLA,BROH,SPA,0,
C002100,AVTANDIL LUNA,1991-10-23,M,sv,,,BLA,nan,RUS,0,
C002101,FAIZA BASKHANOV,1964-01-25,M,at,1.77,0.0,BROF,OTHD,CHI,0,
C002102,RAFAEL KOKINA,1990-05-20,M,ru,,0.0,BLA,BRO,RUS,0,
C002103,WALTER MAMAEVA,1973-09-10,M,ru,1.8,,OTHD,BRO,LEZ,0,
C002104,JUAN MAKHMUDOVA,1964-01-02,M,ru,,0.0,BLA,nan,RUS,0,
C002105,CARLOS IARAKHMEDOVA,1982-08-24,M,sv,,0.0,OTHD,BROH,HIN,0,
C002106,OSCAR BAKIEV,1989-02-02,M,ru,,0.0,GRY,nan,RUS,0,
C002107,ALEXEY VARGA,2005-04-03,M,ru,,62.0,BLA,BLA,SPA,0,
C002108,DMITRIY SANCHEZ,1972-07-03,M,in,1.85,,nan,nan,nan,0,
C002109,XING AMIRKHANOV,1954-08-10,M,ru,,0.0,BLA,OTHD,AZE,0,
C002110,FRANCO BLANCO,1988-02-15,F,ru,,65.0,nan,nan,ARM,0,
C002111,RONALD GOFMAN,1975-05-02,M,ru,,0.0,nan,BROH,LEZ,0,
C002112,BARIIAT LEUPP,1960-02-20,F,ru,1.75,0.0,BLA,BROL,RUS,0,
C002113,CRUZ ANTONIO AVALOS GARCIA,1995-12-27,M,sv,1.6,58.0,BLA,BROD,SPA,1,interpol-red-2018-45172
C002114,ZALINA BOTSVYNYUK,1983-10-16,M,ru,,0.0,nan,BRO,RUS,0,
C002115,RUSLAN PINTO,1991-07-09,M,ru,1.8,0.0,nan,BLA,SPA,0,
C002116,ISSA ZALBEKOV,1986-06-12,M,ar,1.75,0.0,nan,nan,SPA,0,
C002117,NELSON AL-ZAWATIA,1967-06-13,M,ru,1.7,0.0,OTHD,nan,RUS,0,
C002118,MADINA BULGUCHEVA,1996-05-12,F,ru,1.7,0.0,BLA,BROH,CAU,1,interpol-red-2019-81612
C002119,IBRAGIM ZYLA,1992-04-19,M,cn,1.75,0.0,nan,BLA,RUS,0,
C002120,LEONID GUSENOVA,1986-09-05,M,ru,,0.0,BLA,nan,ENG,0,
C002121,NADIM GALOUBY,1980-06-16,F,ru,1.73,0.0,BLA,nan,SPA,0,
C002122,SAYED AREVALO,1976-10-17,M,ua,,0.0,RED,BRO,HIN,0,
C002123,ADEL NALGIEV,1989-08-18,M,hn,,0.0,BLA,BLA,RUS,0,
C002124,FELIPE COLINDRES,1994-02-15,M,ca,,74.5,OTHD,BLA,RUS,0,
C002125,BALAKRISHNA IVANOV,1988-12-30,M,bg,1.72,0.0,nan,BRO,SPA,0,
C002126,UMUSALIMAT KAKUNZE,1975-08-14,M,ru,,0.0,nan,nan,RUS,0,
C002127,JOSUE KASUMOV,1996-07-20,M,ar,,0.0,nan,nan,nan,0,
C002128,VANG ULLAH,1998-04-14,M,ru,1.75,85.0,BRO,BLA,RUS,0,
C002129,GANSUKH ZAGIDOV,1990-03-21,F,ru,,80.0,nan,nan,SPA,0,
C002130,KHULIMAT THAI,1991-12-27,M,ge,,0.0,BLA,nan,HIN,0,
C002131,PETIMAT CORIA,1978-01-01,F,az,,0.0,nan,nan,nan,0,
C002132,MADINA BANKOV,1980-09-28,M,ve,,0.0,BRO,nan,RUS,0,
C002133,PARMINDER SINGH DEO,1954-12-25,M,in,1.82,,BLA,,HIN,1,interpol-red-2015-34489
C002134,JOSE EDADAN,1974-12-07,M,ru,1.8,,BLA,nan,ENG,0,
C002135,CRISTIAN CABRERA,1993-07-05,M,ar,,0.0,OTHD,nan,nan,0,
C002136,JUAN EZBOLATOV,1970-08-31,M,br,,0.0,nan,nan,TUR,0,
C002137,CARLOS MALDONADO,1994-09-27,M,az,1.73,75.0,nan,BRO,SPA,0,
C002138,ALVIN MAKHAEV,1991-01-10,M,jm,,,nan,nan,URD,0,
C002139,ALINA MAHMUTOVIC,nan,M,ru,,0.0,nan,BLA,SPA,0,
C002140,MARGARITA GONZALEZ,1990-12-29,M,ru,,,nan,nan,HIN,0,
C002141,JONATHAN KADIEVA,1978-02-02,M,pl,1.82,0.0,nan,nan,RUS,0,
C002142,MICHEL KADRI,1978-09-04,M,ru,1.68,0.0,OTHD,nan,URD,0,
C002143,FREDDY ASKARI,1991-01-15,M,sv,,0.0,BLA,nan,RUS,0,
C002144,EDIN SHAKHBANOV,1985-05-16,M,ru,,0.0,BLA,nan,UZB,0,
C002145,AYDIN RODRIGUEZ,1994-01-06,M,az,1.68,,nan,nan,SPA,0,
C002146,MAX SULEYMANOV,1987-12-01,M,sv,1.75,,BLA,nan,RUS,0,
C002147,HENRRY QUIROGA,1965-09-09,F,br,1.66,0.0,nan,BROD,SPA,0,
C002148,MURAD TANGIEV,1984-08-05,M,sv,1.65,0.0,nan,BROH,PAN,0,
C002149,CEBERIANO DADAEV,1988-02-07,F,au,,0.0,nan,OTHD,ENG,0,
C002150,MILTON BAIRAMALIEV,1965-03-21,F,ru,,0.0,nan,BROD,nan,0,
C002151,MEHDI NIJMEIJER,1986-10-10,M,am,1.7,0.0,BLA,BLA,RUS,0,
C002152,GUSTAVO ORTIZ,1984-04-23,F,in,1.68,87.0,BLA,nan,LAO,0,
C002153,RUSLAN GILLILAND,1977-12-03,M,in,1.65,0.0,nan,nan,ARA,0,
C002154,RAVI FLORES,1988-05-25,M,us,1.6,0.0,nan,BLA,GRN,0,
C002155,WALTER NUÑEZ,2000-09-14,M,ru,,0.0,BLA,nan,TGK,0,
C002156,AMIR KALASOV,1989-08-26,M,ru,1.68,0.0,BLA,BRO,CHE,0,
C002157,MAGADASH GAMZATOVA,1982-10-28,M,az,,0.0,nan,nan,CHE,0,
C002158,HAFIZ SAFIN,1997-03-12,M,ru,1.7,0.0,BLA,BRO,VIE,0,
C002159,PAVEL GARCIA,1963-05-04,M,ru,,78.0,GRY,nan,HIN,0,
C002160,VAKHA MUSAEV,1985-10-30,M,sg,,0.0,GRYG,nan,SPA,0,
C002161,JOSE ISMAILOVA,1997-10-04,M,sr,,82.0,nan,BROH,SPA,0,
C002162,BICHEKHANUM VURGUN,1973-07-31,M,np,,0.0,BLA,nan,PAN,0,
C002163,NIKOLAY HOSSAIN,1988-12-30,M,ru,1.68,,BRO,nan,ENG,0,
C002164,AYZANAT TEMIRBEKOVA,1986-07-12,M,pl,,,BLA,nan,SPA,0,
C002165,TIMUR SIKANDAR,1992-05-30,M,ru,1.73,0.0,nan,nan,RUS,0,
C002166,KHADIS BABAEV,1994-11-28,M,tr,,0.0,OTHD,nan,CHE,0,
C002167,HO NAURBAEV,1975-11-25,M,ba,1.75,68.0,nan,nan,BEN,0,
C002168,ADNAN VALIEV,1991-06-05,M,gt,,0.0,OTHD,OTHD,PAN,0,
C002169,MAGOMEDRASUL ALI,1984-01-07,M,ru,,0.0,nan,nan,SPA,0,
C002170,PEDRO VASQUEZ,1983-01-01,M,az,,,nan,nan,ENG,0,
C002171,KALIN TANGKHUL,1996-06-18,M,co,,,BLA,BLA,SPA,0,
C002172,DYLAN MATAEV,1982-01-29,M,py,,0.0,BLA,nan,RUS,0,
C002173,IBRAGIM KYDYRGYCHOV,1981-03-05,M,ke,,0.0,nan,OTHD,nan,0,
C002174,LIANA AKHMADOVA,1984-09-10,M,ru,,0.0,nan,BRO,RUS,0,
C002175,JAIME CHAMALE,1995-01-15,F,sv,1.72,,nan,BRO,SPA,0,
C002176,RONALD CRUZ,nan,M,ru,1.73,0.0,BLA,BRO,nan,0,
C002177,AHMED UL,1981-07-28,M,ru,1.76,,BLA,nan,SPA,0,
C002178,MARCOS TEMIRKHANOV,1990-11-07,M,ru,,,nan,nan,URD,0,
C002179,VADIM FIRDAVISOVICH VALIAKMHETOV,1985-05-07,M,ru,,0.0,,,,1,NK-CemtjoF34ex42rneBH8BXR
C002180,ALZHANAT ZUBAEV,1971-08-31,M,us,1.85,0.0,nan,BRO,nan,0,
C002181,SAMUEL ABAKAROV,1973-10-28,M,sv,,0.0,nan,nan,ARA,0,
C002182,LEONARDO PAPADOPULOS,nan,M,ru,1.75,65.0,BLA,nan,RUS,0,
C002183,MUHAMMAD POLISHUK,1981-09-25,M,am,,0.0,BLA,nan,PER,0,
C002184,ALEX IANDIEVA,1990-10-12,M,sv,1.75,0.0,BLA,nan,CPP,0,
C002185,EDWING PAYZIKULOV,1989-12-28,M,ru,1.65,0.0,OTHD,nan,ENG,0,
C002186,KENDY SHAIKH,1994-11-03,M,ru,1.73,0.0,nan,nan,RUS,0,
C002187,PREM GONZALEZ,1988-07-27,M,tj,1.6,0.0,nan,BLA,ENG,0,
C002188,IMRAN DZINIC,1951-10-06,M,ru,,87.0,nan,BLA,HIN,0,
C002189,JULIO UMAROV,1991-02-12,F,in,,,OTHD,nan,CHE,0,
C002190,CARLOS BLINOV,1976-11-25,M,gy,1.77,0.0,nan,BRO,RUS,0,
C002191,KHIZRI RAMAZANOV,1989-05-31,M,ua,1.65,69.0,BRO,nan,RUS,0,
C002192,TAGIR SIBINSKI,1993-02-10,M,ru,,,BLA,nan,RUS,0,
C002193,ALBIKA ZELAYA,1986-07-21,F,ru,,58.5,nan,BLA,RUS,0,
C002194,TERAN CENTENO,1972-06-14,M,jm,,0.0,OTHD,nan,RUS,0,
C002195,DMITRI MACARIO,1992-12-30,M,sv,,0.0,BLA,BLA,URD,0,
C002196,DAIGANAT GARCIA,1980-08-15,M,fr,1.75,0.0,BLA,BRO,RUS,0,
C002197,ASLAN ALBOGACHIEV,1957-09-10,M,ru,1.65,95.0,nan,BROD,RUS,0,
C002198,MANASSE KHANOVA,1988-02-09,M,kz,,,nan,nan,RUS,0,
C002199,SHARIP ALIEV,1995-04-06,M,ru,1.83,0.0,BLA,BROD,SPA,0,
C002200,MILTON THOMPSON,1994-01-19,M,ru,1.73,0.0,nan,BLA,PAN,0,
C002201,MARCELO BIYMURZAEVA,1959-09-12,M,pl,,,nan,BLA,RUS,0,
C002202,ALEKSANDR MAGOMEDOV,1987-05-08,M,uz,,0.0,BLA,nan,RUS,0,
C002203,EDWIN DUDAS,1969-09-11,M,ru,1.72,0.0,OTHD,nan,CHI,0,
C002204,SELIMA MARTINEZ,1990-05-18,M,pk,1.65,0.0,RED,nan,ENG,0,
C002205,ELMIRA KANBULATOV,1984-10-06,M,sv,1.65,0.0,OTHD,nan,SPA,0,
C002206,TOMAS ZAGIDOV,1976-11-18,M,ru,1.65,0.0,BRO,nan,SPA,0,
C002207,MANUELA DO,1966-12-17,M,ba,,0.0,BLA,BLA,URD,0,
C002208,JULIAN PASHAEV,1981-09-29,M,ru,1.63,0.0,nan,nan,RUS,0,
C002209,FLORENCIO SHARMA,1968-10-23,M,ru,1.65,0.0,BLA,nan,SPA,0,
C002210,ABDELKADER ALAM,1949-09-18,M,ca,,,nan,nan,ARA,0,
C002211,MARIIAM ISMAILOV,1977-02-01,M,sv,,,nan,nan,HIN,0,
C002212,LAILA MAGAR,1995-05-25,M,tj,,0.0,BLA,BROH,RUS,0,
C002213,ALI AHVERDOVA,1996-07-23,M,ru,,0.0,BLA,BRO,SPA,0,
C002214,MARIO PINEDA,1984-08-14,M,us,1.78,0.0,BLA,nan,CHI,0,
C002215,OSCAR MAGOMEDRASULOV,1976-06-13,M,ru,,65.0,OTHD,BLA,RUS,0,
C002216,SAID IVANOV,1985-12-06,M,za,1.7,,nan,BLA,CHE,0,
C002217,SZYMON HURTADO,1985-09-29,M,ru,1.78,0.0,BLA,nan,TUR,0,
C002218,WILLIAM RANGEL,1990-09-29,M,ar,,80.0,BLA,BRO,SPA,0,
C002219,KHAZBULAT RAMAZANOV,nan,M,sv,,0.0,BLA,nan,RUS,0,
C002220,SADYK DAYNAEV,1967-01-19,M,ru,,,BLA,BLA,PUS,0,
C002221,SAPIIAT DZHANKHUVATOV,1984-04-28,F,ru,,0.0,OTHD,nan,LEZ,0,
C002222,ANTON ALIMAGOMEDOV,nan,M,mx,,64.0,nan,BRO,CHE,0,
C002223,EDISON JOULIA,1983-12-27,M,br,,,nan,BROH,BEN,0,
C002224,TAMERLAN MAGOMEDALIEVA,1989-08-11,M,az,,,BLA,nan,CHE,0,
C002225,EDUINS NAGIEV,1970-11-16,F,ru,1.75,0.0,nan,nan,HIN,0,
C002226,KHANZADA DIAZ,1979-01-09,M,br,1.65,60.0,nan,nan,SPA,0,
C002227,FERIDE MITROVIC,1989-10-28,M,ru,,77.0,BLA,BLA,TUR,0,
C002228,MOHAMED BABAEV,1983-03-22,M,ba,,86.0,BLA,nan,PER,0,
C002229,ALEJANDRO KHOROLOVA,nan,M,bd,,0.0,nan,nan,HIN,0,
C002230,MAGOMED MARKUSHEVSKII,1964-10-02,M,kg,1.75,,BLA,BRO,ENG,0,
C002231,EDWING TSENEV,1992-01-05,M,in,1.72,0.0,nan,BROH,RUS,0,
C002232,EMIRZA BARAKHOEVA,1988-05-15,F,ca,1.6,0.0,nan,nan,PAN,0,
C002233,CARLOS NGUYEN,1985-06-09,M,pk,,123.0,BLA,nan,FRE,0,
C002234,SIRAZHUDIN MIRZEBALAEV,1958-02-18,M,iq,1.6,,nan,BROL,URD,0,
C002235,SAID TAGIROV,1975-08-20,M,uz,1.75,0.0,OTHD,nan,TUR,0,
C002236,GERARDO COSTA,1995-01-18,M,ro,,75.0,BLA,nan,RUS,0,
C002237,JOZO BRICO,1968-03-03,M,hr,,0.0,,,,1,interpol-red-2014-69396
C002238,JOSE YANDIEV,1986-12-17,M,ru,,,HAIB,BLA,CHE,0,
C002239,SHAMIL PALEOKOSTAS,1990-07-11,F,ru,,70.0,nan,nan,ARA,0,
C002240,DAUT KATTOEV,1989-07-05,M,ru,1.75,0.0,nan,BLA,RUS,0,
C002241,JORGE MANSUROVA,1982-12-02,M,ru,,68.0,BLA,nan,TGK,0,
C002242,ALEKSANDR CONSTANTE,1981-03-13,F,ba,,0.0,nan,nan,SPA,0,
C002243,DZHENNET SAHAY,1989-12-24,M,sv,1.72,68.0,nan,nan,RUS,0,
C002244,SILVIA QUIJADA,1983-09-27,F,pk,1.93,0.0,nan,BLA,SPA,0,
C002245,MEKHRIBAN MOYA,1989-01-24,F,ru,1.81,0.0,nan,BLU,RUS,0,
C002246,ALIREZA ALI,1984-12-31,M,fr,1.75,0.0,OTHD,nan,CHE,0,
C002247,ADAM ALIYAROV,1982-09-23,M,ru,,0.0,BLA,nan,RUS,0,
C002248,ANDRII IVANOVA,1988-04-21,F,ru,1.52,0.0,nan,BLA,nan,0,
C002249,SHAFIQ- NASRULLAEVA,1996-06-29,M,ru,,0.0,nan,OTHL,CHE,0,
C002250,HARWINDER SUN,1997-04-22,M,in,,,BLA,nan,SPA,0,
C002251,HUJIE GONZALEZ,1995-05-22,M,br,,0.0,BLA,BRO,AZE,0,
C002252,ALIK TAKHAEV,1949-06-08,M,vn,1.55,90.0,BLA,BLA,RUS,0,
C002253,KARI MURADKHANOV,1968-08-01,M,ru,,0.0,BLA,BLA,ENG,0,
C002254,KHARIS BALKOEV,1955-06-01,M,ru,,0.0,BLA,BROD,nan,0,
C002255,JOSÉ ALIEVA,1949-06-15,F,ru,1.65,,nan,BROD,RUS,0,
C002256,RENE NODA,1989-10-04,M,ru,1.8,0.0,BLA,nan,RUS,0,
C002257,HENRY FRANCO,1996-09-02,M,ru,,62.0,nan,nan,POR,0,
C002258,JOSEF ZEPEDA,1978-12-28,M,mx,1.73,80.0,nan,BLA,RUS,0,
C002259,AMER THOKCHOM,1978-02-21,M,in,1.76,0.0,OTHD,nan,SPA,0,
C002260,ROSA RUIZ,1983-07-16,M,ru,,64.0,nan,nan,SPA,0,
C002261,SHAMIL AHMED,1986-07-10,M,ru,,0.0,nan,BRO,BUL,0,
C002262,MAGOMED KASHMIRI,1953-09-20,M,sv,,0.0,OTHD,BROH,BEN,0,
C002263,HIEN BARRERA,1992-04-02,M,vn,1.66,0.0,nan,BROH,ENG,0,
C002264,SAIBAT DUARTE,1989-03-13,M,ar,1.68,0.0,nan,BLA,RUS,0,
C002265,AMINAT ROSANO,1972-05-10,M,sv,,89.0,BRO,nan,RUS,0,
C002266,RANDY SHAH,1969-11-05,F,se,1.73,0.0,nan,nan,ARA,0,
C002267,SILVIO VIGIL,1983-10-01,M,kg,,,nan,nan,FRE,0,
C002268,IBRAGIM BEKBENBETOVA,1995-06-13,M,ru,,0.0,nan,nan,nan,0,
C002269,SHIR ALISULTANOV,1985-07-19,M,ru,1.85,80.0,BLA,nan,RUS,0,
C002270,RUZEL CARRERA,1980-02-17,M,ru,,0.0,BRO,OTHD,RUS,0,
C002271,HÉCTOR UMAEV,1963-10-15,M,in,,,nan,BLA,ARA,0,
C002272,VITALII ADZHIEV,1988-12-23,M,sv,,0.0,BLA,nan,RUS,0,
C002273,MAGOMED TRUJILLO,1960-03-28,M,ru,,80.0,nan,nan,RUS,0,
C002274,UBIS AHMED,1975-12-02,M,jp,1.7,0.0,nan,nan,nan,0,
C002275,MUHAMMAD CHOOKIATSAKULKRAI,1959-10-28,M,md,,65.0,BLA,nan,RUS,0,
C002276,BAKHTIER DIBIROV,1964-01-20,M,kz,,0.0,BLA,nan,MAY,0,
C002277,MALKIAT IDIEVA,1982-09-06,M,ru,1.87,0.0,nan,BLA,ARA,0,
C002278,ISHMEL ELLIS,1978-06-02,M,ru,,0.0,GRYG,nan,RUS,0,
C002279,SHAMINDER ROSSI,1984-01-07,M,sv,1.83,0.0,nan,nan,SPA,0,
C002280,JANG REYES,1982-05-08,M,ru,1.7,0.0,OTHD,BROH,POR,0,
C002281,ILKHOM ISAKVO,1990-10-11,M,kg,-0.25,76.0,BLA,BLA,ARA,1,interpol-red-2017-164198
C002282,MILTON SILVA,1985-03-09,F,pk,1.72,0.0,OTHD,OTHD,RUS,0,
C002283,MICHAL MAKHMUDOVA,1984-07-26,M,ru,1.66,87.0,nan,BLA,RUS,0,
C002284,BRUNO VISCARRA,1982-09-07,F,in,,0.0,nan,nan,SPA,0,
C002285,NIKITA RUIZ,1991-09-28,M,rs,,,OTHD,nan,ENG,0,
C002286,ALEX ALEXANDER,1984-12-24,M,us,1.8,,nan,nan,nan,0,
C002287,YUSUF BISWAS,nan,M,kg,1.71,64.0,nan,BLA,RUS,0,
C002288,LEANDRO TAIBOV,1990-08-17,M,ru,1.78,85.0,OTHD,BROH,RUS,0,
C002289,SALMAN DOCKERY,1987-12-11,F,pk,,0.0,nan,nan,RUS,0,
C002290,ELNUR MUTSARAEV,1988-12-24,M,bd,,0.0,BROF,BLA,nan,0,
C002291,ERKEN MAGOMEDOV,1972-06-23,F,bd,,0.0,BLA,BLA,nan,0,
C002292,ISLAM MAMAEV,1981-02-14,M,sr,,0.0,nan,BLU,RUS,0,
C002293,UMARASKHAB ZAVALA,1992-02-11,M,az,,0.0,OTHD,nan,CHI,0,
C002294,BESLAN AKHMEDOV,1957-03-01,M,ru,,114.0,nan,BROD,CHI,0,
C002295,NAZBIKE ARGUELLO,1991-04-10,M,ru,1.7,0.0,nan,nan,ENG,0,
C002296,SEYDKHANUM KIKALIYA,1965-09-21,F,sv,,0.0,BLA,BRO,RUS,0,
C002297,DAMIR BUNGUEV,1982-09-13,M,sv,,0.0,nan,nan,RUS,0,
C002298,RAVIDA CHECHENOVA,1968-07-14,F,ru,,0.0,,,RUS,1,interpol-red-2021-42849
C002299,MALCOM TAGIROV,1994-05-15,M,ru,,0.0,OTHD,nan,RUS,0,
C002300,BOSKO ALIEVA,1960-02-20,M,ni,1.63,85.0,nan,OTHD,RUS,0,
C002301,RUMISA FANG,1973-06-10,F,ua,1.77,,nan,nan,VIE,0,
C002302,CARLOS BOGATYREV,1990-09-07,M,ru,,0.0,BLA,nan,RUS,0,
C002303,BRANO GOJKOVIC,1968-10-04,M,ba,,0.0,,,SRP,1,interpol-red-2010-17497
C002304,EFRAIN ANTONIOR AMIREZ,1988-05-16,M,sv,-0.3799999999999999,56.0,BLA,BROD,SPA,1,interpol-red-2016-39788
C002305,ALAM MAGOMEDOVA,1968-01-01,M,ru,,68.0,nan,nan,nan,0,
C002306,EDIN AKHOBEKOV,1968-04-10,M,in,,0.0,nan,nan,SPA,0,
C002307,FURKAT SAPAROV,1979-08-10,M,ru,,0.0,,,UZB,1,interpol-red-2016-19987
C002308,MILTON DIDIGOV,nan,M,gr,1.7,0.0,nan,nan,ARA,0,
C002309,SERGEI BOUCHERBOUCHE,2000-04-24,F,ru,,0.0,OTHD,nan,CHE,0,
C002310,INAM AFEK,1969-12-08,M,ru,,61.0,nan,BROH,RUS,0,
C002311,ALIKHAN GAZIMAGOMEDOV,1967-04-26,M,in,1.65,0.0,nan,nan,TUR,0,
C002312,ADLAN SMITH,1960-03-28,M,pk,,98.0,BLA,BRO,ARA,0,
